MI_PRINX,COMPKEY,Comp Type,Pipe Unit ID,From Pit ID,To Pit ID,Num Parallel Lines,Unit Type,Unit Type Description,Description,Catchment,Sub Catchment,Ownership,Custodian,Pipe Type,Diameter,Pipe Length,Pipe Height,Average Depth,Up Invert Elevation,Down Invert Elevation,Grade,Pipe Shape,Material,Shape__Length,Last Refresh Date
728,11468,31,WcmWele5034ML,WcmWele0010GP,WcmWele0086MH,1,ML,Main Line,Main Line from WcmWele0010GP to WcmWele0086MH,West,WcmWele,COP,SPM,RC,225,36.02,0,0,0,11.37,-0.04, ,RC,42.4539286629121,6/27/2025 7:01:38 PM
729,11469,31,WcmWele5035ML,WcmWele0086MH,WcmWele0093MH,1,ML,Main Line,Main Line from WcmWele0086MH to WcmWele0093MH,West,WcmWele,COP,SPM,RC,600,21.85,0,0,10,9.97,746.67, ,RC,25.7459427478726,6/27/2025 7:01:38 PM
730,11470,31,WcmWele5036ML,WccWell0135MH,WcmWele0088MH,1,ML,Main Line,Main Line from WccWell0135MH to WcmWele0088MH,West,WcmWele,COP,SPM,RC,300,11.07,0,0,10.01,9.96,221.6, ,RC,13.0834798019395,6/27/2025 7:01:38 PM
731,11471,31,WcmWele5037ML,WcmWele0023GP,WcmWele0093MH,1,ML,Main Line,Main Line from WcmWele0023GP to WcmWele0093MH,West,WcmWele,COP,SPM,RC,225,29.8,0,0,12.5,10.51,14.66, ,RC,35.1040183145015,6/27/2025 7:01:38 PM
732,11472,31,WcmWele5038ML,WcmWele0011GP,WcmWele0190ND,1,ML,Main Line,Main Line from WcmWele0011GP to WcmWele0190ND,West,WcmWele,COP,SPM,RC,225,8.47,0,0,11,0,0, ,RC,9.99024472245943,6/27/2025 7:01:38 PM
733,11473,31,WcmWele5039ML,WcmWele0106MH,WcmWele0075MH,1,ML,Main Line,Main Line from WcmWele0106MH to WcmWele0075MH,West,WcmWele,COP,SPM,RC,375,36.01,0,0,11.89,10.99,40.1, ,RC,42.5839928219425,6/27/2025 7:01:38 PM
734,11474,31,WcmWele5040ML,WcmWele0146ND,WcmWele0191ND,1,ML,Main Line,Main Line from WcmWele0146ND to WcmWele0191ND,West,WcmWele,COP,SPM,RC,225,15.62,0,0,0,0,0, ,RC,18.4095094620429,6/27/2025 7:01:38 PM
735,11475,31,WcmWele5041ML,WcmWele0105MH,WcmWele0192ND,1,ML,Main Line,Main Line from WcmWele0105MH to WcmWele0192ND,West,WcmWele,COP,SPM,EW,225,1.08,0,0,0,12.95,0, ,EW,1.28267442693688,6/27/2025 7:01:38 PM
736,11476,31,WcmWele5042ML,WcmWele0147MH,WcmWele0070MH,1,ML,Main Line,Main Line from WcmWele0147MH  to WcmWele0070MH,West,WcmWele,COP,SPM,RC,375,7.64,0,0,0,12.9,0, ,RC,8.9999124111275,6/27/2025 7:01:38 PM
737,11477,31,WcmWele5043ML,WcmWele0073MH,WcmWele0071MH,1,ML,Main Line,Main Line from WcmWele0073MH to WcmWele0071MH,West,WcmWele,COP,SPM,RC,375,22.25,0,0,12.25,12.02,96.61, ,RC,26.2193044553133,6/27/2025 7:01:38 PM
738,11478,31,WcmWele5044ML,WcmWele0013GP,WcmWele0193ND,1,ML,Main Line,Main Line from WcmWele0013GP to WcmWele0193ND,West,WcmWele,COP,SPM,EW,225,2.06,0,0,0,12.22,0, ,EW,2.43037343666637,6/27/2025 7:01:38 PM
739,11479,31,WcmWele5045ML,WcmWele0082MH,WcmWele0170ND,1,ML,Main Line,Main Line from WcmWele0082MH to WcmWele0170ND,West,WcmWele,COP,SPM,RC,300,36.94,0,1.19,0,0,0, ,RC,43.5368349355301,6/27/2025 7:01:38 PM
740,11480,31,WcmWele5046ML,WcmWele0083MH,WcmWele0171ND,1,ML,Main Line,Main Line from WcmWele0083MH to WcmWele0171ND,West,WcmWele,COP,SPM,RC,900,54.94,0,0,9.53,0,0, ,RC,64.7351652198799,6/27/2025 7:01:38 PM
741,11481,31,WcmWele5047ML,WcmWele0099MH,WcmWele0082MH,1,ML,Main Line,Main Line from WcmWele0099MH to WcmWele0082MH,West,WcmWele,COP,SPM,RC,300,56.64,0,2.11,0,10.2,-0.06, ,RC,66.9893761498807,6/27/2025 7:01:38 PM
742,11482,31,WcmWele5048ML,WcmWele0020GP,WcmWele0194ND,1,ML,Main Line,Main Line from WcmWele0020GP to WcmWele0194ND,West,WcmWele,COP,SPM,RC,225,5.67,0,0,0,0,0, ,RC,6.69820857634353,6/27/2025 7:01:38 PM
743,11485,31,WcmWele5051ML,WcmWele0018GP,WcmWele0099MH,1,ML,Main Line,Main Line from WcmWele0018GP to WcmWele0099MH,West,WcmWele,COP,SPM,RC,225,5.07,0,0,0,12,0, ,RC,5.9907706307599,6/27/2025 7:01:38 PM
744,11486,31,WcmWele5052ML,WcmWele0101MH,WcmWele0099MH,1,ML,Main Line,Main Line from WcmWele0101MH to WcmWele0099MH,West,WcmWele,COP,SPM,RC,300,19.4,0,1.9,11,11,0, ,RC,22.9408112278659,6/27/2025 7:01:38 PM
745,11487,31,WcmWele5053ML,WcmWele0017GP,WcmWele0101MH,1,ML,Main Line,Main Line from WcmWele0017GP to WcmWele0101MH,West,WcmWele,COP,SPM,RC,225,4.3,0,0,0,0,0, ,RC,5.07451691982141,6/27/2025 7:01:38 PM
746,11488,31,WcmWele5054ML,WcmWele0154ND,WcmWele0101MH,1,ML,Main Line,Main Line from WcmWele0154ND to WcmWele0101MH,West,WcmWele,COP,SPM,RC,225,1.41,0,0,0,11,0, ,RC,1.65908197374531,6/27/2025 7:01:38 PM
747,11489,31,WcmWele5055ML,WcmWele0021GP,WcmWele0195ND,1,ML,Main Line,Main Line from WcmWele0021GP to WcmWele0195ND,West,WcmWele,COP,SPM,RC,225,6.27,0,0,0,0,0, ,RC,7.39530246575172,6/27/2025 7:01:38 PM
748,11490,31,WcmWele5056ML,WcmWele0022GP,WcmWele0082MH,1,ML,Main Line,Main Line from WcmWele0022GP to WcmWele0082MH,West,WcmWele,COP,SPM,RC,225,7.99,0,0,0,12,0, ,RC,9.41504347146916,6/27/2025 7:01:38 PM
749,11491,31,WcmWele5057ML,WcmWele0074MH,WcmWele0117MH,1,ML,Main Line,Main Line from WcmWele0074MH to WcmWele0117MH,WEST,WcmWele,COP,SPM,RC,450,34.69,0,0,11,0,0, ,RC,40.8729685259475,6/27/2025 7:01:38 PM
